IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
59.166.0.7,4929,149.171.126.8,25,6,3.0,37268,3172,52,38,27,43,0,Benign
59.166.0.1,64660,149.171.126.5,143,6,4.0,7810,14946,122,126,27,83,0,Benign
59.166.0.5,53377,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.2,26089,149.171.126.3,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.8,44818,149.171.126.9,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.4,47591,149.171.126.3,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.7,14530,149.171.126.0,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.7,60388,149.171.126.4,65272,6,36.0,3406,40690,56,56,27,119,0,Benign
59.166.0.4,4604,149.171.126.1,80,6,7.0,1580,10168,12,18,27,1007,0,Benign
59.166.0.8,64658,149.171.126.8,6881,6,37.0,10822,420722,186,340,27,3010,0,Benign
59.166.0.4,11470,149.171.126.5,39223,6,36.0,2646,25564,42,44,27,22,0,Benign
59.166.0.7,3201,149.171.126.8,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.0,42908,149.171.126.4,43376,6,11.0,4512,2976,28,28,27,325,0,Benign
59.166.0.8,39928,149.171.126.7,7036,6,36.0,2854,29226,46,48,27,20,0,Benign
59.166.0.1,52351,149.171.126.5,80,6,7.0,1684,10168,14,18,27,1009,0,Benign
59.166.0.3,59684,149.171.126.9,1501,6,36.0,2870,27384,46,46,27,17,0,Benign
59.166.0.9,17258,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.4,3613,149.171.126.5,53,17,5.0,130,162,2,2,0,0,0,Benign
59.166.0.3,44617,149.171.126.5,5190,6,0.0,1470,1728,22,14,27,110,0,Benign
59.166.0.7,49806,149.171.126.1,1657,6,36.0,4862,82278,84,86,27,60,0,Benign
59.166.0.1,52101,149.171.126.7,143,6,4.0,7816,14968,122,126,27,36,0,Benign
59.166.0.8,51748,149.171.126.5,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.0,33055,149.171.126.3,50771,6,0.0,2958,32408,48,50,27,0,0,Benign
59.166.0.0,3514,149.171.126.3,1493,6,0.0,2870,27852,46,46,27,0,0,Benign
59.166.0.7,16684,149.171.126.2,15843,6,0.0,8928,320,14,6,27,0,0,Benign
59.166.0.4,53084,149.171.126.2,53777,6,0.0,3688,2456,18,18,27,0,0,Benign
59.166.0.6,51411,149.171.126.1,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.3,41980,149.171.126.1,25,6,3.0,37552,3380,52,42,27,98,0,Benign
175.45.176.2,42503,149.171.126.13,21,6,1.0,936,670,14,12,19,1552,1,Fuzzers
59.166.0.6,2004,149.171.126.8,22,6,92.0,3728,5474,32,24,27,9,0,Benign
59.166.0.3,23943,149.171.126.8,34073,6,0.0,8928,424,14,8,27,165,0,Benign
59.166.0.0,1495,149.171.126.9,143,6,4.0,7814,15044,122,126,27,0,0,Benign
59.166.0.7,52141,149.171.126.2,56988,6,0.0,2074,13810,31,31,26,0,0,Benign
59.166.0.5,11345,149.171.126.8,80,6,7.0,1580,10168,12,18,27,1005,0,Benign
59.166.0.1,31498,149.171.126.8,29484,6,0.0,2438,20576,38,40,27,0,0,Benign
59.166.0.0,59491,149.171.126.7,18502,6,0.0,5486,92132,96,98,27,0,0,Benign
59.166.0.3,18467,149.171.126.1,80,6,7.0,1684,10168,14,18,27,1161,0,Benign
59.166.0.3,1066,149.171.126.3,28020,17,11.0,520,304,4,4,0,1,0,Benign
59.166.0.1,49123,149.171.126.5,50223,6,36.0,3806,52106,64,66,27,216,0,Benign
175.45.176.1,27189,149.171.126.11,80,6,7.0,906,336,10,8,19,811,1,Exploits
59.166.0.4,51685,149.171.126.6,62283,6,36.0,3390,44988,56,58,27,241,0,Benign
59.166.0.5,49325,149.171.126.8,25,6,3.0,37244,3276,52,40,27,20,0,Benign
59.166.0.4,48690,149.171.126.9,21,6,1.0,2934,3742,52,54,27,4294952,0,Benign
59.166.0.7,9348,149.171.126.2,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.0,5514,149.171.126.4,80,6,7.0,1580,10168,12,18,27,1113,0,Benign
59.166.0.3,22093,149.171.126.7,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,22324,149.171.126.8,22,6,92.0,12648,13306,126,126,27,0,0,Benign
59.166.0.3,53921,149.171.126.6,6881,6,37.0,24744,1094788,440,858,27,6491,0,Benign
59.166.0.4,35858,149.171.126.0,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.3,32904,149.171.126.5,6881,6,37.0,13558,548216,236,438,27,1628,0,Benign
59.166.0.0,30589,149.171.126.0,57989,6,36.0,2230,14042,34,36,27,9,0,Benign
175.45.176.0,31509,149.171.126.12,520,17,0.0,104,0,2,0,0,0,0,Benign
59.166.0.1,48482,149.171.126.1,25,6,3.0,37178,3380,52,42,27,56,0,Benign
59.166.0.0,44760,149.171.126.7,6881,6,37.0,1540,1644,16,18,27,19,0,Benign
59.166.0.1,50619,149.171.126.9,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.3,59471,149.171.126.7,18496,6,36.0,3926,56526,66,68,27,33,0,Benign
59.166.0.7,29588,149.171.126.1,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.6,33952,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.8,52484,149.171.126.3,80,6,7.0,1684,10168,14,18,27,1006,0,Benign
59.166.0.7,27179,149.171.126.0,143,6,4.0,7820,15736,122,126,27,39,0,Benign
59.166.0.5,41984,149.171.126.1,80,6,7.0,1580,10168,12,18,27,4294951,0,Benign
59.166.0.4,17476,149.171.126.8,52881,6,0.0,320,1902,6,8,27,0,0,Benign
175.45.176.1,0,149.171.126.10,0,105,0.0,200,0,2,0,0,0,1,DoS
59.166.0.4,5722,149.171.126.1,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.6,29181,149.171.126.6,6881,6,0.0,18094,810670,318,638,27,4294951,0,Benign
175.45.176.3,50755,149.171.126.13,860,6,0.0,1000,80,6,2,18,303,0,Benign
59.166.0.9,6885,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.8,32764,149.171.126.4,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.6,64514,149.171.126.2,38385,6,0.0,424,8824,8,12,27,223,0,Benign
59.166.0.7,53924,149.171.126.0,143,6,4.0,7816,15130,122,126,27,0,0,Benign
59.166.0.0,43036,149.171.126.3,6881,6,37.0,5800,201712,94,170,27,145,0,Benign
59.166.0.3,43194,149.171.126.9,47804,6,0.0,2766,28348,44,46,27,0,0,Benign
59.166.0.5,20216,149.171.126.0,15795,6,0.0,320,1984,6,8,27,3,0,Benign
59.166.0.7,9430,149.171.126.1,5703,6,36.0,3598,47288,60,62,27,58,0,Benign
59.166.0.8,9327,149.171.126.9,41900,6,36.0,2438,19414,38,40,27,10,0,Benign
59.166.0.2,51939,149.171.126.0,6881,6,37.0,1540,1644,16,18,27,19,0,Benign
59.166.0.5,1551,149.171.126.5,64153,6,36.0,4238,66694,72,74,27,56,0,Benign
175.45.176.0,47879,149.171.126.11,179,6,13.0,630,256,10,6,19,485,0,Benign
175.45.176.3,59955,149.171.126.13,860,6,0.0,1000,80,6,2,18,754,0,Benign
59.166.0.6,40174,149.171.126.4,4681,6,36.0,3614,50036,60,62,27,29,0,Benign
59.166.0.2,50599,149.171.126.8,56700,6,36.0,4238,62112,72,74,27,37,0,Benign
59.166.0.1,52224,149.171.126.0,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.1,58893,149.171.126.2,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.3,51538,149.171.126.9,27279,6,36.0,3806,51558,64,66,27,42,0,Benign
59.166.0.5,8256,149.171.126.5,42823,17,0.0,536,304,4,4,0,0,0,Benign
175.45.176.2,53665,149.171.126.10,80,6,7.0,846,256,10,6,19,496,1,Exploits
175.45.176.0,12103,149.171.126.15,445,6,10.16,982,800,12,10,19,1314,1,Fuzzers
59.166.0.9,2194,149.171.126.5,22,6,92.0,13064,13306,134,126,27,26,0,Benign
59.166.0.8,42711,149.171.126.2,3234,6,0.0,2438,19420,38,40,27,0,0,Benign
59.166.0.1,1382,149.171.126.6,62701,6,11.0,3736,2456,18,18,27,6,0,Benign
59.166.0.3,36903,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,30385,149.171.126.8,143,6,4.0,7824,15576,122,126,27,39,0,Benign
59.166.0.3,19657,149.171.126.1,17782,6,0.0,2958,32408,48,50,27,0,0,Benign
175.45.176.0,12790,149.171.126.15,179,6,13.0,478,256,10,6,19,633,1,Fuzzers
59.166.0.5,1758,149.171.126.4,64420,6,36.0,2542,21720,40,42,27,31,0,Benign
59.166.0.5,33831,149.171.126.7,44631,6,0.0,320,1940,6,8,27,2,0,Benign
59.166.0.4,27380,149.171.126.7,23855,6,36.0,4550,74896,78,80,27,97,0,Benign
59.166.0.0,46521,149.171.126.3,47991,6,0.0,2974,32564,48,50,27,0,0,Benign
59.166.0.8,4178,149.171.126.8,48072,6,0.0,2438,19242,38,40,27,0,0,Benign
59.166.0.5,37349,149.171.126.2,6881,6,37.0,1540,1644,16,18,27,3205,0,Benign
59.166.0.5,26998,149.171.126.0,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.5,34093,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.5,44787,149.171.126.7,143,6,4.0,7814,15030,122,126,27,0,0,Benign
59.166.0.6,64207,149.171.126.9,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.0,56066,149.171.126.7,58521,6,36.0,2750,27602,44,46,27,19,0,Benign
59.166.0.8,49278,149.171.126.9,1271,6,36.0,4550,74896,78,80,27,47,0,Benign
175.45.176.3,51314,149.171.126.19,3990,6,0.0,88,0,2,0,2,0,0,Benign
59.166.0.3,56356,149.171.126.5,6881,6,37.0,1540,1644,16,18,27,13,0,Benign
59.166.0.2,49379,149.171.126.1,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.6,53512,149.171.126.6,80,6,7.0,1580,10168,12,18,27,1005,0,Benign
175.45.176.1,52611,149.171.126.13,860,6,0.0,966,80,6,2,18,1074,0,Benign
59.166.0.1,28007,149.171.126.5,6881,6,37.0,1540,1644,16,18,27,18,0,Benign
59.166.0.1,55529,149.171.126.4,80,6,7.0,1684,10168,14,18,27,1199,0,Benign
59.166.0.5,34307,149.171.126.5,40618,6,36.0,4966,78856,86,88,27,195,0,Benign
59.166.0.8,20817,149.171.126.1,40032,17,11.0,544,304,4,4,0,4,0,Benign
59.166.0.8,50187,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,52393,149.171.126.6,52255,6,36.0,4238,66846,72,74,27,50,0,Benign
59.166.0.5,47245,149.171.126.1,64233,6,0.0,4238,66552,72,74,27,0,0,Benign
59.166.0.4,50823,149.171.126.6,30913,6,0.0,320,1918,6,8,27,0,0,Benign
59.166.0.5,8447,149.171.126.1,80,6,7.0,19306,1087890,362,746,27,4294952,0,Benign
59.166.0.8,58292,149.171.126.8,1829,6,0.0,2958,30136,48,48,27,0,0,Benign
59.166.0.8,12416,149.171.126.9,5190,6,0.0,2814,17186,38,34,27,485,0,Benign
59.166.0.8,48749,149.171.126.0,12537,6,0.0,320,2006,6,8,27,0,0,Benign
59.166.0.7,43827,149.171.126.0,22,6,92.0,12648,13202,126,124,27,62,0,Benign
175.45.176.2,49069,149.171.126.15,25,6,3.0,31382,1768,40,22,27,934,1,Exploits
59.166.0.4,52360,149.171.126.7,50303,6,36.0,3614,48098,60,62,27,55,0,Benign
59.166.0.2,59277,149.171.126.6,5190,6,0.0,12248,27624,148,154,27,1818,0,Benign
59.166.0.2,58190,149.171.126.0,80,6,7.0,1040,824,8,10,27,8,0,Benign
59.166.0.8,22087,149.171.126.9,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,19653,149.171.126.8,111,17,11.0,568,320,4,4,0,21,0,Benign
59.166.0.1,2383,149.171.126.0,52716,6,36.0,3390,44906,56,58,27,80,0,Benign
59.166.0.8,31648,149.171.126.5,57361,17,0.0,528,304,4,4,0,0,0,Benign
59.166.0.2,8602,149.171.126.7,45087,6,11.0,4216,2456,18,18,27,4,0,Benign
59.166.0.3,43374,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.5,15443,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.4,62762,149.171.126.1,80,6,7.0,18474,1087890,346,746,27,18129,0,Benign
59.166.0.1,40838,149.171.126.5,5190,6,0.0,2048,2410,24,26,27,5,0,Benign
59.166.0.0,29441,149.171.126.3,54995,6,0.0,2958,32408,48,50,27,0,0,Benign
59.166.0.4,33353,149.171.126.1,26373,6,0.0,8928,320,14,6,27,4,0,Benign
59.166.0.4,17790,149.171.126.2,38395,6,0.0,424,8824,8,12,27,0,0,Benign
59.166.0.5,41625,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.5,42523,149.171.126.4,5190,6,0.0,1036,2262,12,12,27,0,0,Benign
59.166.0.6,12851,149.171.126.0,111,17,0.0,568,312,4,4,0,0,0,Benign
59.166.0.7,6513,149.171.126.4,143,6,4.0,7822,14894,122,126,27,4294951,0,Benign
59.166.0.7,61778,149.171.126.7,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.8,43046,149.171.126.2,21,6,1.0,2934,3742,52,54,27,4694,0,Benign
59.166.0.3,61055,149.171.126.5,22482,6,0.0,3390,44426,56,58,27,0,0,Benign
59.166.0.1,17982,149.171.126.4,111,17,11.0,568,304,4,4,0,7,0,Benign
59.166.0.3,26000,149.171.126.7,111,17,11.0,568,304,4,4,0,4,0,Benign
59.166.0.8,17152,149.171.126.9,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.9,14869,149.171.126.0,80,6,7.0,1684,10168,14,18,27,0,0,Benign
59.166.0.3,46780,149.171.126.6,6881,6,37.0,1540,1644,16,18,27,14,0,Benign
59.166.0.3,1799,149.171.126.5,19295,6,36.0,3614,50036,60,62,27,55,0,Benign
59.166.0.1,14082,149.171.126.7,12043,6,36.0,3614,49590,60,62,27,30,0,Benign
59.166.0.7,15474,149.171.126.9,39234,6,0.0,5174,86068,90,92,27,0,0,Benign
59.166.0.9,20692,149.171.126.3,9230,6,36.0,2750,26072,44,42,27,24,0,Benign
59.166.0.5,39181,149.171.126.2,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.4,6661,149.171.126.8,143,6,4.0,7818,14884,122,126,27,0,0,Benign
59.166.0.2,16403,149.171.126.8,5190,6,0.0,1272,2572,16,18,27,803,0,Benign
59.166.0.3,7268,149.171.126.7,5515,6,0.0,3720,2456,18,18,27,0,0,Benign
59.166.0.3,58791,149.171.126.4,20938,6,36.0,2438,19346,38,42,27,17,0,Benign
59.166.0.2,48223,149.171.126.8,21,6,1.0,2934,3740,52,54,27,0,0,Benign
59.166.0.7,45769,149.171.126.8,5190,6,0.0,2158,1918,24,20,27,6,0,Benign
59.166.0.2,46209,149.171.126.4,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.4,53109,149.171.126.5,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.5,25835,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.9,59146,149.171.126.1,21590,6,36.0,2766,24004,44,46,27,12,0,Benign
59.166.0.7,23773,149.171.126.0,80,6,7.0,17746,1087890,332,746,27,1334,0,Benign
59.166.0.1,24889,149.171.126.5,80,6,7.0,1060,824,8,10,27,0,0,Benign
59.166.0.1,24167,149.171.126.6,50128,6,0.0,528,8824,10,12,27,3,0,Benign
59.166.0.4,8422,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.2,63425,149.171.126.12,179,6,13.0,522,336,10,8,19,802,0,Benign
59.166.0.1,48522,149.171.126.7,49317,6,11.0,4248,3080,28,30,27,1123,0,Benign
175.45.176.0,6584,149.171.126.13,43600,17,0.0,244,0,2,0,0,0,1,Shellcode
175.45.176.1,17564,149.171.126.13,53,6,5.0,506,336,10,8,19,1111,1,DoS
59.166.0.2,8714,149.171.126.9,25,6,3.0,37242,3380,52,42,27,166,0,Benign
59.166.0.1,44237,149.171.126.7,35719,6,0.0,320,1874,6,8,27,47,0,Benign
59.166.0.9,12335,149.171.126.5,80,6,7.0,1580,10168,12,18,27,0,0,Benign
175.45.176.0,45355,149.171.126.18,1723,6,115.0,2152,256,10,6,19,890,1,Fuzzers
59.166.0.0,17726,149.171.126.8,21,6,1.0,2934,3740,52,54,27,853,0,Benign
59.166.0.2,49128,149.171.126.7,5190,6,0.0,3848,19084,50,52,27,0,0,Benign
59.166.0.8,64800,149.171.126.6,111,17,11.0,568,312,4,4,0,4,0,Benign
59.166.0.1,47877,149.171.126.0,46602,6,36.0,2230,13288,34,36,27,7,0,Benign
59.166.0.5,41741,149.171.126.0,25,6,3.0,37834,3380,54,42,27,24,0,Benign
59.166.0.0,3634,149.171.126.1,3374,6,36.0,2542,20972,40,42,27,27,0,Benign
59.166.0.2,15756,149.171.126.3,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.2,11958,149.171.126.8,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.1,45342,149.171.126.3,5190,6,0.0,3744,19084,48,52,27,551,0,Benign
59.166.0.5,39766,149.171.126.7,143,6,4.0,7816,15436,122,126,27,31,0,Benign
59.166.0.8,42627,149.171.126.8,6881,6,37.0,1540,1644,16,18,27,719,0,Benign
175.45.176.3,2471,149.171.126.12,57740,6,0.0,432,21014,10,20,19,573,1,Exploits
59.166.0.6,2461,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
175.45.176.0,10006,149.171.126.18,111,17,11.0,168,0,2,0,0,0,1,Reconnaissance
59.166.0.3,36561,149.171.126.2,5190,6,0.0,2048,2410,24,26,27,80,0,Benign
59.166.0.4,60173,149.171.126.4,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.0,20048,149.171.126.9,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.4,19527,149.171.126.8,63629,6,36.0,4862,82930,84,86,27,61,0,Benign
59.166.0.4,48895,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.5,38402,149.171.126.1,39225,6,11.0,5000,3080,28,30,27,401,0,Benign
59.166.0.6,34453,149.171.126.7,36106,6,0.0,8928,320,14,6,27,4,0,Benign
59.166.0.4,15114,149.171.126.1,13861,6,0.0,4176,2456,18,18,27,0,0,Benign
59.166.0.8,53785,149.171.126.3,80,6,7.0,1054,824,8,10,27,0,0,Benign
59.166.0.5,34096,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.4,63670,149.171.126.4,80,6,7.0,18682,1087890,350,746,27,4294936,0,Benign
59.166.0.4,43236,149.171.126.7,3270,6,0.0,2854,31538,46,48,27,0,0,Benign
59.166.0.9,21069,149.171.126.7,17973,6,36.0,3614,43716,60,62,27,44,0,Benign
59.166.0.5,27613,149.171.126.8,80,6,7.0,1580,10168,12,18,27,1006,0,Benign
59.166.0.3,4072,149.171.126.0,1716,6,36.0,2438,17466,38,38,27,17,0,Benign
59.166.0.7,39517,149.171.126.4,111,17,11.0,568,320,4,4,0,5,0,Benign
59.166.0.7,19446,149.171.126.0,80,6,7.0,19722,1087890,370,746,27,1235,0,Benign
59.166.0.3,38546,149.171.126.4,22,6,92.0,12472,13028,70,66,27,0,0,Benign
59.166.0.4,14888,149.171.126.8,5190,6,0.0,2054,2478,22,24,27,30,0,Benign
59.166.0.2,1216,149.171.126.0,80,6,7.0,1580,10168,12,18,27,1006,0,Benign
59.166.0.4,41506,149.171.126.2,6881,6,37.0,25576,1094788,456,858,27,5117,0,Benign
59.166.0.9,29001,149.171.126.2,5190,6,0.0,1958,2308,22,24,27,54,0,Benign
59.166.0.4,31275,149.171.126.2,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.6,5879,149.171.126.0,21,6,1.0,2934,3740,52,54,27,2433,0,Benign
175.45.176.1,13535,149.171.126.16,63090,6,0.0,352,0,8,0,2,11666,0,Benign
59.166.0.4,16503,149.171.126.1,15222,6,11.0,3640,2456,18,18,27,4,0,Benign
59.166.0.7,7430,149.171.126.3,5519,6,36.0,2750,25864,44,44,27,20,0,Benign
59.166.0.5,3674,149.171.126.5,1819,6,36.0,2958,32642,48,50,27,34,0,Benign
59.166.0.8,46226,149.171.126.0,52333,6,0.0,2766,27392,44,46,27,0,0,Benign
59.166.0.8,58402,149.171.126.5,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.7,48845,149.171.126.8,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.0,5391,149.171.126.5,49482,6,36.0,4862,82278,84,86,27,170,0,Benign
175.45.176.2,0,149.171.126.17,0,246,0.0,200,0,2,0,0,0,1,Backdoor
59.166.0.3,6854,149.171.126.3,1201,6,0.0,2750,26406,44,46,27,0,0,Benign
59.166.0.5,29226,149.171.126.8,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.2,48196,149.171.126.9,37857,6,0.0,320,1922,6,8,27,0,0,Benign
59.166.0.6,47423,149.171.126.3,80,6,7.0,17954,1087890,336,746,27,0,0,Benign
59.166.0.0,51593,149.171.126.5,80,6,7.0,1044,824,8,10,27,0,0,Benign
175.45.176.0,19906,149.171.126.19,1723,6,0.0,2504,256,10,6,19,618,0,Benign
175.45.176.2,44643,149.171.126.14,80,6,7.0,782,256,10,6,19,192,1,Reconnaissance
59.166.0.5,63562,149.171.126.7,12848,6,36.0,2334,16446,36,38,27,9,0,Benign
59.166.0.7,58064,149.171.126.8,56165,6,36.0,2958,32650,48,50,27,17,0,Benign
59.166.0.7,27589,149.171.126.8,25449,6,36.0,4238,66694,72,74,27,54,0,Benign
59.166.0.1,31682,149.171.126.1,80,6,7.0,1580,10168,12,18,27,0,0,Benign
59.166.0.7,30098,149.171.126.8,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.7,53090,149.171.126.6,47362,6,0.0,2542,22128,40,42,27,0,0,Benign
175.45.176.0,59063,149.171.126.10,111,6,11.0,552,336,10,8,19,987,1,Reconnaissance
59.166.0.1,54948,149.171.126.9,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.6,16955,149.171.126.8,34988,6,36.0,2438,19242,38,40,27,43,0,Benign
59.166.0.9,18498,149.171.126.1,16252,6,0.0,320,1948,6,8,27,46,0,Benign
59.166.0.9,6927,149.171.126.2,5190,6,0.0,1272,2572,16,18,27,1909,0,Benign
59.166.0.5,21732,149.171.126.0,80,6,7.0,1050,824,8,10,27,5,0,Benign
59.166.0.2,44187,149.171.126.8,42112,6,36.0,3182,35198,52,54,27,23,0,Benign
59.166.0.8,8300,149.171.126.2,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.6,17393,149.171.126.2,5190,6,0.0,1244,2574,16,18,27,258,0,Benign
59.166.0.3,27208,149.171.126.8,25,6,3.0,37342,3380,52,42,27,20,0,Benign
59.166.0.0,28005,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,13331,149.171.126.0,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.5,48218,149.171.126.5,64665,6,0.0,320,1902,6,8,27,566,0,Benign
59.166.0.2,29801,149.171.126.1,25,6,3.0,37854,3380,54,42,27,267,0,Benign
59.166.0.5,56859,149.171.126.9,54873,6,0.0,4238,61348,72,74,27,0,0,Benign
59.166.0.7,17137,149.171.126.2,53,17,0.0,146,178,2,2,0,0,0,Benign
59.166.0.8,12969,149.171.126.4,29817,6,36.0,2230,13968,34,36,27,13,0,Benign
59.166.0.5,28678,149.171.126.2,5190,6,0.0,1470,1728,22,14,27,4,0,Benign
59.166.0.7,46185,149.171.126.0,60046,6,0.0,424,8824,8,12,27,1114,0,Benign
59.166.0.2,3624,149.171.126.4,1753,6,0.0,2854,29182,46,48,27,0,0,Benign
59.166.0.0,63730,149.171.126.3,13840,6,36.0,3302,35400,54,56,27,17,0,Benign
59.166.0.6,41311,149.171.126.5,9429,6,36.0,2438,16630,38,36,27,9,0,Benign
59.166.0.9,12157,149.171.126.8,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,38788,149.171.126.4,21,6,1.0,2934,3742,52,54,27,0,0,Benign
59.166.0.9,20973,149.171.126.1,25,6,3.0,37218,3380,52,42,27,0,0,Benign
59.166.0.3,10583,149.171.126.0,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.0,15158,149.171.126.1,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.0,9381,149.171.126.3,51199,6,0.0,8928,320,14,6,27,4,0,Benign
59.166.0.5,47258,149.171.126.6,60641,6,0.0,424,8824,8,12,27,223,0,Benign
59.166.0.1,31305,149.171.126.3,48596,6,0.0,8928,424,14,8,27,97,0,Benign
59.166.0.1,45706,149.171.126.2,42445,17,11.0,544,304,4,4,0,1,0,Benign
59.166.0.0,49791,149.171.126.9,53,17,5.0,146,178,2,2,0,0,0,Benign
59.166.0.2,1222,149.171.126.8,53,17,0.0,146,178,2,2,0,0,0,Benign
175.45.176.1,4654,149.171.126.12,179,6,13.0,846,666,14,12,19,1426,0,Benign
59.166.0.1,33643,149.171.126.0,2247,6,36.0,2542,22128,40,42,27,34,0,Benign
59.166.0.2,34305,149.171.126.3,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.2,55297,149.171.126.9,5190,6,0.0,2062,2308,24,24,27,7,0,Benign
59.166.0.3,22247,149.171.126.9,53,17,5.0,130,162,2,2,0,1,0,Benign
59.166.0.3,38261,149.171.126.8,11394,6,0.0,2974,30612,48,50,27,0,0,Benign
59.166.0.9,21855,149.171.126.1,3415,6,0.0,8928,320,14,6,27,0,0,Benign
59.166.0.0,11955,149.171.126.7,5190,6,0.0,2158,2464,24,24,27,0,0,Benign
59.166.0.8,64074,149.171.126.4,37540,6,36.0,3390,41676,56,58,27,34,0,Benign
59.166.0.8,35470,149.171.126.4,10646,6,36.0,2662,23320,42,42,27,25,0,Benign
59.166.0.4,18114,149.171.126.3,54484,6,0.0,8928,320,14,6,27,265,0,Benign
59.166.0.3,21393,149.171.126.2,53,17,0.0,130,162,2,2,0,0,0,Benign
59.166.0.5,35242,149.171.126.1,6881,6,37.0,13454,548216,234,438,27,923,0,Benign
59.166.0.3,25817,149.171.126.0,25,6,3.0,37306,3380,52,42,27,89,0,Benign
59.166.0.4,36788,149.171.126.8,42662,17,0.0,544,304,4,4,0,0,0,Benign
59.166.0.7,36643,149.171.126.4,34296,6,36.0,3302,35712,54,56,27,49,0,Benign
59.166.0.8,41374,149.171.126.6,53,17,5.0,146,178,2,2,0,1,0,Benign
59.166.0.3,9978,149.171.126.1,45738,6,0.0,2646,25564,42,44,27,0,0,Benign
59.166.0.0,20762,149.171.126.0,111,17,0.0,568,320,4,4,0,0,0,Benign
59.166.0.2,22587,149.171.126.3,21264,6,11.0,4544,2456,18,18,27,4,0,Benign
59.166.0.4,63897,149.171.126.5,39565,17,11.0,536,304,4,4,0,1,0,Benign
59.166.0.6,7117,149.171.126.6,1433,6,114.36,4862,80366,84,86,27,238,0,Benign
